"Id","Name","Id bioguide","Id govtrack","Id icpsr","Id wikipedia","Id wikidata","Id google entity id","Name first","Name last","Bio birthday","Bio gender","Id house history","Name middle","Name nickname","Id ballotpedia","Name suffix","Id bioguide previous","Id house history alternate","Other names","Id thomas","Id cspan","Id votesmart","Id lis","Name official full","Id opensecrets","Id fec","Id maplight","Leadership roles","Family"
"R000480","Charles Rowland","R000480","409441","8096","Charles Hedding Rowland","Q5078886","kg:/m/0fzhwc","Charles","Rowland","1860-12-20","M","20677","Hedding","","","","","","","","","","","","","","","",""
"R000533","Joseph Russell","R000533","409490","8135","Joseph J. Russell","Q679984","kg:/m/02rz7fb","Joseph","Russell","1854-08-23","M","20741","James","","","","","","","","","","","","","","","",""
"S000170","George Scott","S000170","409676","8297","George Cromwell Scott","Q1507163","kg:/m/02rk7g5","George","Scott","1864-08-08","M","21351","Cromwell","","","","","","","","","","","","","","","",""
"S000180","John Scott","S000180","409686","8307","John Roger Kirkpatrick Scott","Q6255399","kg:/m/0f137q","John","Scott","1873-07-06","M","21362","Roger Kirkpatrick","","","","","","","","","","","","","","","",""
"S000274","Dorsey Shackleford","S000274","409774","8390","Dorsey W. Shackleford","Q1250493","kg:/m/02rz5wf","Dorsey","Shackleford","1853-08-27","M","21475","William","","","","","","","","","","","","","","","",""
"S000343","Joseph Sherley","S000343","409840","8452","J. Swagar Sherley","Q1676411","kg:/m/02rhhyj","Joseph","Sherley","1871-11-28","M","21563","Swagar","","","","","","","","","","","","","","","",""
"S000384","Jouett Shouse","S000384","409878","8490","Jouett Shouse","Q1709770","kg:/m/08999r","Jouett","Shouse","1879-12-10","M","21615","","","","","","","","","","","","","","","","",""
"S000482","James Slayden","S000482","409970","8570","James Luther Slayden","Q1680728","kg:/m/0267b97","James","Slayden","1853-06-01","M","21741","Luther","","","","","","","","","","","","","","","",""
"S000520","Charles Smith","S000520","410004","8605","Charles Bennett Smith","Q5075550","kg:/m/02rl4y7","Charles","Smith","1870-09-14","M","21784","Bennett","","","","","","","","","","","","","","","",""
"S000657","John Snook","S000657","410131","8726","John S. Snook","Q6256392","kg:/m/02rm1v9","John","Snook","1862-12-18","M","21946","Stout","","","","","","","","","","","","","","","",""
"S000856","Dan Stephens","S000856","410319","8887","Dan V. Stephens","Q1159184","kg:/m/0b2jry","Dan","Stephens","1868-11-04","M","22197","Voorhees","","","","","","","","","","","","","","","",""
"S000869","Bruce Sterling","S000869","410331","8899","Bruce Foster Sterling","Q4977489","kg:/m/0g269p","Bruce","Sterling","1870-09-28","M","22215","Foster","","","","","","","","","","","","","","","",""
"S000870","John Sterling","S000870","410332","8900","John Allen Sterling","Q6218779","kg:/m/02rkbcb","John","Sterling","1857-02-01","M","22216","Allen","","","","","","","","","","","","","","","",""
"S001063","Cyrus Sulloway","S001063","410517","9078","Cyrus A. Sulloway","Q1148898","kg:/m/0270ly2","Cyrus","Sulloway","1839-06-08","M","22452","Adams","","","","","","","","","","","","","","","",""
"S001081","Howard Sutherland","S001081","410534","9093","Howard Sutherland","Q473723","kg:/m/093zpq","Howard","Sutherland","1865-09-08","M","22477","","","","","","","","","","","","","","","","",""
"S001118","Oscar Swift","S001118","410570","9126","Oscar W. Swift","Q1589764","kg:/m/02rkv71","Oscar","Swift","1869-04-11","M","22519","William","","","","","","","","","","","","","","","",""
"S001124","Robert Switzer","S001124","410576","9131","Robert M. Switzer","Q7347188","kg:/m/02rm2w_","Robert","Switzer","1863-03-06","M","22525","Mauck","","","","","","","","","","","","","","","",""
"T000021","Joshua Talbott","T000021","410611","9163","Joshua Frederick Cockey Talbott","Q759150","kg:/m/04cxy9","Joshua","Talbott","1843-07-29","M","22658","Frederick Cockey","","","","","","","","","","","","","","","",""
"T000121","Thomas Templeton","T000121","410703","9251","Thomas W. Templeton","Q7794791","kg:/m/0fzbd0","Thomas","Templeton","1867-11-08","M","22781","Weir","","","","","","","","","","","","","","","",""
"T000330","Charles Townsend","T000330","410901","9434","Charles E. Townsend","Q1064231","kg:/m/03l73k","Charles","Townsend","1856-08-15","M","23040","Elroy","","","","","","","","","","","","","","","",""
"W000039","William Waldow","W000039","411219","9729","William F. Waldow","Q8008890","kg:/m/026g4wy","William","Waldow","1882-08-26","M","23264","Frederick","","","","","","","","","","","","","","","",""
"W000060","John Walker","W000060","411239","9748","John Randall Walker","Q1701521","kg:/m/026z798","John","Walker","1874-02-23","M","23287","Randall","","","","","","","","","","","","","","","",""
"W000117","William Walton","W000117","411293","9799","William B. Walton","Q1505196","kg:/m/02rj_7w","William","Walton","1871-01-23","M","23351","Bell","","","","","","","","","","","","","","","",""
"W000370","George White","W000370","411531","10023","George White (Ohio politician)","Q374494","kg:/m/033tn6","George","White","1872-08-21","M","23653","","","","","","","","","","","","","","","","",""
"W000521","John Williams","W000521","411678","10165","John Sharp Williams","Q1701734","kg:/m/02fqj3","John","Williams","1854-07-30","M","23835","Sharp","","","","","","","","","","","","","","","",""
"W000669","Josiah Wolcott","W000669","411822","10304","Josiah O. Wolcott","Q1708654","kg:/m/06vs0l","Josiah","Wolcott","1877-10-31","M","","Oliver","","","","","","","","","","","","","","","",""
"W000721","Frank Woods","W000721","411873","10351","Frank P. Woods","Q1443925","kg:/m/02rk7d3","Frank","Woods","1868-12-11","M","24078","Plowman","","","","","","","","","","","","","","","",""
"B000052","David Baird","B000052","401057","354","David Baird Sr.","Q1173630","kg:/m/0bcqwb","David","Baird","1839-04-07","M","","","","","","","","","","","","","","","","","",""
"B000360","Christie Benet","B000360","401352","624","Christie Benet","Q1083030","kg:/m/09sw4s","Christie","Benet","1879-12-26","M","","","","","","","","","","","","","","","","","",""
"D000495","Irving Drew","D000495","403602","2725","Irving W. Drew","Q1673294","kg:/m/0d7tvf","Irving","Drew","1845-01-08","M","","Webster","","","","","","","","","","","","","","","",""
"G000104","Edward Gay","G000104","404476","3512","Edward James Gay (1878–1952)","Q455006","kg:/m/0d3mbp","Edward","Gay","1878-05-05","M","","James","","","","","","","","","","","","","","","",""
"G000522","Walter Guion","G000522","404867","3875","Walter Guion","Q454998","kg:/m/0d3m5g","Walter","Guion","1849-04-03","M","","","","","","","","","","","","","","","","","",""
"H000477","Charles Henderson","H000477","405340","4305","Charles Henderson (Nevada politician)","Q1063639","kg:/m/0crr3p","Charles","Henderson","1873-06-08","M","","Belknap","","","","","","","","","","","","","","","",""
"M000181","George Martin","M000181","407202","6025","George B. Martin","Q252856","kg:/m/0b5w56","George","Martin","1876-08-18","M","","Brown","","","","","","","","","","","","","","","",""
"M001069","Frederick Mulkey","M001069","408035","6787","Frederick W. Mulkey","Q979758","kg:/m/0d4xvw","Frederick","Mulkey","1874-01-06","M","","William","","","","","","","","","","","","","","","",""
"N000169","John Nugent","N000169","408250","6986","John F. Nugent","Q658374","kg:/m/0bk_sf","John","Nugent","1868-06-28","M","","Frost","","","","","","","","","","","","","","","",""
"P000417","William Pollock","P000417","408810","7514","William P. Pollock","Q288795","kg:/m/0d06mp","William","Pollock","1870-12-09","M","","Pegues","","","","","","","","","","","","","","","",""
"W000471","Xenophon Wilfley","W000471","411628","10116","Xenophon P. Wilfley","Q2597987","kg:/m/09svb6","Xenophon","Wilfley","1871-03-18","M","","Pierce","","","","","","","","","","","","","","","",""
"A000098","Joshua Alexander","A000098","400756","86","Joshua W. Alexander","Q925076","kg:/m/0492d9","Joshua","Alexander","1852-01-22","M","8395","Willis","","","","","","","","","","","","","","","",""
"A000253","William Andrews","A000253","400889","203","William Noble Andrews","Q2483446","kg:/m/08_vhj","William","Andrews","1876-11-13","M","8616","Noble","","","","","","","","","","","","","","","",""
"B000007","John Babka","B000007","401013","317","John J. Babka","Q1700563","kg:/m/02rm1p3","John","Babka","1884-03-16","M","8782","Joseph","","","","","","","","","","","","","","","",""
"B000027","John Baer","B000027","401032","333","John Miller Baer","Q1701102","kg:/m/02rhkf9","John","Baer","1886-03-29","M","8809","Miller","","","","","","","","","","","","","","","",""
"B000100","Lewis Ball","B000100","401102","395","L. Heisler Ball","Q1709972","kg:/m/06vrqg","Lewis","Ball","1861-09-21","M","8903","Heisler","","","","","","","","","","","","","","","",""
"B000110","John Bankhead","B000110","401111","403","John H. Bankhead","Q461228","kg:/m/03gldv","John","Bankhead","1842-09-13","M","8915","Hollis","","","","","","","","","","","","","","","",""
"B000303","Carlos Bee","B000303","401296","573","Carlos Bee","Q1042735","kg:/m/02rvb1t","Carlos","Bee","1867-07-08","M","9168","","","","","","","","","","","","","","","","",""
"B000387","Carville Benson","B000387","401378","648","Carville Benson","Q759151","kg:/m/09jkp2","Carville","Benson","1872-08-24","M","9277","Dickinson","","","","","","","","","","","","","","","",""
"B000547","William Bland","B000547","401522","787","William Thomas Bland","Q1751828","kg:/m/02rz8nj","William","Bland","1861-01-21","M","9481","Thomas","","","","","","","","","","","","","","","",""
"B000626","Charles Booher","B000626","401591","850","Charles F. Booher","Q1064301","kg:/m/02rz5lv","Charles","Booher","1848-01-31","M","9594","Ferris","","","","","","","","","","","","","","","",""
"B000961","William Browning","B000961","401913","1149","William J. Browning","Q255947","kg:/m/02vn_b7","William","Browning","1850-04-11","M","10018","John","","","","","","","","","","","","","","","",""
"B000975","Clement Brumbaugh","B000975","401927","1160","Clement Laird Brumbaugh","Q5131359","kg:/m/02rl_82","Clement","Brumbaugh","1863-02-28","M","10038","Laird","","","","","","","","","","","","","","","",""
"B001121","John Burnett","B001121","402066","1291","John L. Burnett","Q1700800","kg:/m/02rk1zj","John","Burnett","1854-01-20","M","10220","Lawson","","","","","","","","","","","","","","","",""
"C000030","Charles Caldwell","C000030","402191","1404","C. Pope Caldwell","Q250491","kg:/m/02rkml8","Charles","Caldwell","1875-06-18","M","10480","Pope","","","","","","","","","","","","","","","",""
"C000110","Ezekiel Candler","C000110","402262","1473","Ezekiel S. Candler Jr.","Q675971","kg:/m/02x2r2_","Ezekiel","Candler","1862-01-18","M","10584","Samuel","","","Jr.","","","","","","","","","","","","",""
"C000151","Charles Carlin","C000151","402300","1508","Charles Creighton Carlin","Q1063997","kg:/m/03c2_4t","Charles","Carlin","1866-04-08","M","10641","Creighton","","","","","","","","","","","","","","","",""
"C000437","James Clark","C000437","402575","1769","Champ Clark","Q465651","kg:/m/02cy3y","James","Clark","1850-03-07","M","11000","Beauchamp","Champ","","","","","","","","","","","","","","",""
"C000541","Charles Coady","C000541","402674","1862","Charles Pearce Coady","Q1156166","kg:/m/02qh_bg","Charles","Coady","1868-02-22","M","11124","Pearce","","","","","","","","","","","","","","","",""
"C000651","LeBaron Colt","C000651","402779","1957","LeBaron Bradford Colt","Q1809673","kg:/m/05ynjz","LeBaron","Colt","1846-06-25","M","","Bradford","","","","","","","","","","","","","","","",""
"C000796","Peter Costello","C000796","402915","2082","Peter E. Costello","Q7173784","kg:/m/0d_tpc","Peter","Costello","1854-06-27","M","11452","Edward","","","","","","","","","","","","","","","",""
"C000998","Gilbert Currie","C000998","403105","2259","Gilbert A. Currie","Q1321753","kg:/m/027f6jb","Gilbert","Currie","1882-09-19","M","11700","Archibald","","","","","","","","","","","","","","","",""
"D000256","Stanley Dent","D000256","403394","2514","S. Hubert Dent Jr.","Q1592720","kg:/m/02rk26s","Stanley","Dent","1869-08-16","M","12147","Hubert","","","Jr.","","","","","","","","","","","","",""
"D000288","Arthur Dewalt","D000288","403413","2536","Arthur Granville Dewalt","Q4798876","kg:/m/0fzbn2","Arthur","Dewalt","1854-10-11","M","12183","Granville","","","","","","","","","","","","","","","",""
"D000298","Nathaniel Dial","D000298","403421","2552","Nathaniel B. Dial","Q1966712","kg:/m/0d06g_","Nathaniel","Dial","1862-04-24","M","","Barksdale","","","","","","","","","","","","","","","",""
"D000423","Jerome Donovan","D000423","403536","2664","Jerome F. Donovan","Q6182673","kg:/m/02qbmfm","Jerome","Donovan","1872-02-01","M","12356","Francis","","","","","","","","","","","","","","","",""
"D000426","Peter Dooling","D000426","403538","2666","Peter J. Dooling","Q3275647","kg:/m/02rkvbv","Peter","Dooling","1857-02-15","M","12360","Joseph","","","","","","","","","","","","","","","",""
"D000431","Frank Doremus","D000431","403542","2670","Frank Ellsworth Doremus","Q1443200","kg:/m/026yvx4","Frank","Doremus","1865-08-31","M","12368","Ellsworth","","","","","","","","","","","","","","","",""
"E000109","Davis Elkins","E000109","403800","2898","Davis Elkins","Q732313","kg:/m/0cxcz2","Davis","Elkins","1876-01-24","M","","","","","","","","","","","","","","","","","",""
"E000145","Franklin Ellsworth","E000145","403836","2934","Franklin Ellsworth","Q1445214","kg:/m/0fql93","Franklin","Ellsworth","1879-07-10","M","12773","Fowler","","","","","","","","","","","","","","","",""
"E000171","Henry Emerson","E000171","403862","2959","Henry I. Emerson","Q1422610","kg:/m/02rm0z2","Henry","Emerson","1871-03-15","M","12801","Ivory","","","","","","","","","","","","","","","",""
"E000212","John Esch","E000212","403899","2988","John J. Esch","Q1444281","kg:/m/0drb3n","John","Esch","1861-03-20","M","12862","Jacob","","","","","","","","","","","","","","","",""
"E000224","Albert Estopinal","E000224","403910","2996","Albert Estopinal","Q1404345","kg:/m/0c3w42","Albert","Estopinal","1845-01-30","M","12878","","","","","","","","","","","","","","","","",""
"E000234","Charles Evans","E000234","403919","3004","Charles R. Evans","Q1065837","kg:/m/02730n3","Charles","Evans","1866-08-09","M","12891","Robley","","","","","","","","","","","","","","","",""
"F000011","Albert Fall","F000011","403973","3053","Albert B. Fall","Q1397640","kg:/m/02qbq6","Albert","Fall","1861-11-26","M","","Bacon","","","","","","","","","","","","","","","",""
"F000029","John Farr","F000029","403991","3068","John R. Farr","Q6253837","kg:/m/0fzb8k","John","Farr","1857-07-18","M","12999","Richard","","","","","","","","","","","","","","","",""
"F000091","Scott Ferris","F000091","404048","3119","Scott Ferris","Q1447788","kg:/m/02rr6rb","Scott","Ferris","1877-11-03","M","13085","","","","","","","","","","","","","","","","",""
"F000164","John Fitzgerald","F000164","404119","3182","John F. Fitzgerald","Q966182","kg:/m/01qlh0","John","Fitzgerald","1863-02-11","M","13177","Francis","","","","","","","","","","","","","","","",""
"F000405","Alvan Fuller","F000405","404346","3391","Alvan T. Fuller","Q441524","kg:/m/0269x3f","Alvan","Fuller","1878-02-27","M","13483","Tufts","","","","","","","","","","","","","","","",""
"G000018","Thomas Gallagher","G000018","404395","3435","Thomas Gallagher (Illinois politician)","Q2424139","kg:/m/02rkd0m","Thomas","Gallagher","1850-07-06","M","13586","","","","","","","","","","","","","","","","",""
"G000037","Harry Gandy","G000037","404413","3450","Harry Gandy","Q1292556","kg:/m/0dv5rf","Harry","Gandy","1881-08-13","M","13610","Luther","","","","","","","","","","","","","","","",""
